route_id,route_name,km_from,km_to,province,geocode,agency,accidents,dead,injured,severity_score,accidents_per_year,years_observed,rain_share,common_geometry,common_cause
1,หางน้ำหนองแขม - บ้านหว้า,313,314,นครสวรรค์,60,กรมทางหลวง,16,1,15,25,4,4,0.125,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
33,สุพรรณบุรี - นาคู,6,7,สุพรรณบุรี,72,กรมทางหลวง,16,1,15,25,3.2,5,0.063,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
35,นาโคก - แพรกหนามแดง,62,63,สมุทรสงคราม,75,กรมทางหลวง,15,1,15,25,3,5,0.067,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3,ชลบุรี - ศรีราชา,111,112,ชลบุรี,20,กรมทางหลวง,14,1,15,25,3.5,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1001,เชียงใหม่ - บ้านโป่ง,1,2,เชียงใหม่,50,กรมทางหลวง,13,1,15,25,2.6,5,0.385,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3,เขาสมิง - แม่น้ำตราด,395,396,ตราด,23,กรมทางหลวง,12,1,15,25,3,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
2,ดอนหวาย - บ้านวัด,201,202,นครราชสีมา,30,กรมทางหลวง,12,2,5,25,3,4,0.167,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
2,ไร่โคกสูง - โคกกรวด,117,118,นครราชสีมา,30,กรมทางหลวง,12,2,5,25,2.4,5,0.333,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
34,ทางเข้าท่าอากาศยานสุวรรณภูมิ - บางวัว,35,36,ฉะเชิงเทรา,24,กรมทางหลวง,12,2,5,25,3,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
31,ดินแดง - งามวงศ์วาน,7,8,กรุงเทพมหานคร,10,กรมทางหลวง,11,2,5,25,2.75,4,0.091,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,น้ำรอด - พ่อตาหินช้าง,423,424,ชุมพร,86,กรมทางหลวง,11,1,15,25,2.75,4,0.182,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
105,ห้วยบง - แม่สลิดหลวง,30,31,ตาก,63,กรมทางหลวง,11,2,5,25,3.67,3,0.273,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตราที่กำหนด
41,ร่อนพิบูลย์  - ไม้เสียบ,340,341,นครศรีธรรมราช,80,กรมทางหลวง,11,1,15,25,2.75,4,0,ทางตรง+ไม่มีความลาดชัน,หลับใน
32,อ่างทอง - ไชโย,61,62,อ่างทอง,15,กรมทางหลวง,11,2,5,25,3.67,3,0.273,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3902,พระประแดง - บางแค,10,11,กรุงเทพมหานคร,10,กรมทางหลวง,11,1,15,25,2.75,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,นครชุม - วังเจ้า,471,472,กำแพงเพชร,62,กรมทางหลวง,10,2,5,25,3.33,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตราที่กำหนด
205,โคกสวาย - แขวงทางหลวงนครราชสีมาที่ 1,222,223,นครราชสีมา,30,กรมทางหลวง,10,2,5,25,2,5,0.1,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,ห้วยยาง -  บางสะพาน,367,368,ประจวบคีรีขันธ์,77,กรมทางหลวง,10,2,5,25,2,5,0.2,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3091,อ้อมน้อย - สมุทรสาคร,15,16,สมุทรสาคร,74,กรมทางหลวง,10,2,5,25,2,5,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
410,ตะบิงติงงี - บ่อหิน,70,71,ยะลา,95,กรมทางหลวง,10,2,5,25,3.33,3,0.1,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด
35,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,42,43,สมุทรสาคร,74,กรมทางหลวง,10,2,5,25,2.5,4,0,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
41,สวนสมบูรณ์ - เกาะมุกข์,117,118,สุราษฎร์ธานี,84,กรมทางหลวง,9,1,15,25,1.8,5,0.222,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3422,ลาดบัวหลวง - สองพี่น้อง,29,30,สุพรรณบุรี,72,กรมทางหลวง,9,1,15,25,1.8,5,0.111,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
11,ขุนตาน - อุโมงค์,533,534,ลำพูน,51,กรมทางหลวง,9,2,5,25,2.25,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,ปากดง - นครชุม,454,455,กำแพงเพชร,62,กรมทางหลวง,9,1,15,25,2.25,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
37,ชะอำ - วังโบสถ์,15,16,เพชรบุรี,76,กรมทางหลวง,9,2,5,25,2.25,4,0.333,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
344,หนองรี - หนองปรือ,26,27,ชลบุรี,20,กรมทางหลวง,9,0,25,25,2.25,4,0.111,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3344,อุดมสุข - สมุทรปราการ,11,12,กรุงเทพมหานคร,10,กรมทางหลวง,8,2,5,25,2,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
344,หนองปรือ - คลองเขต,60,61,ชลบุรี,20,กรมทางหลวง,8,2,5,25,2,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
32,อยุธยา - นครหลวง,23,24,พระนครศรีอยุธยา,14,กรมทางหลวง,8,2,5,25,2.67,3,0.25,ทางตรง+ที่ราบ,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
43,นาหม่อม - จะนะ,24,25,สงขลา,90,กรมทางหลวง,8,2,5,25,2.67,3,0.375,ทางแยกรูปตัว T+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด
3,บ้านพลิ้ว - แม่น้ำเวฬุ,348,349,จันทบุรี,22,กรมทางหลวง,8,2,5,25,1.6,5,0.25,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,วังครก - เสียบญวณ,477,478,ชุมพร,86,กรมทางหลวง,8,2,5,25,2,4,0.25,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
12,ขุมขี้ยาง - มุกดาหาร,767,768,มุกดาหาร,49,กรมทางหลวง,8,2,5,25,2,4,0.125,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
44,บางสวรรค์ - ทรัพย์ทวี,79,80,สุราษฎร์ธานี,84,กรมทางหลวง,8,2,5,25,2,4,0.125,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
35,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,46,47,สมุทรสาคร,74,กรมทางหลวง,8,2,5,25,2,4,0.125,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
35,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,41,42,สมุทรสาคร,74,กรมทางหลวง,8,2,5,25,2,4,0.25,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
41,เกาะมุกข์ - ควนรา,135,136,สุราษฎร์ธานี,84,กรมทางหลวง,8,1,15,25,2.67,3,0.125,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด
41,ร่อนพิบูลย์ - ไม้เสียบ,331,332,นครศรีธรรมราช,80,กรมทางหลวง,8,2,5,25,2,4,0.125,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
322,อู่ยา - ดอนเจดีย์,0,1,สุพรรณบุรี,72,กรมทางหลวง,8,2,5,25,2,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1101,ทุ่งโฮ้ง - ป่าแดง,3,4,แพร่,54,กรมทางหลวง,8,2,5,25,2.67,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
22,สว่างแดนดิน-สูงเนิน,98,99,สกลนคร,47,กรมทางหลวง,7,2,5,25,2.33,3,0,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,ห้วยยาง -  บางสะพาน,349,350,ประจวบคีรีขันธ์,77,กรมทางหลวง,7,2,5,25,1.75,4,0.143,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
401,กิโลศูนย์ - หนองบัว,150,151,สุราษฎร์ธานี,84,กรมทางหลวง,7,1,15,25,2.33,3,0.143,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
105,แม่สอด - ห้วยบง,7,8,ตาก,63,กรมทางหลวง,7,2,5,25,1.4,5,0.143,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
23,เสลภูมิ - ยโสธร,173,174,ยโสธร,35,กรมทางหลวง,7,2,5,25,1.4,5,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
418,ยุโป - ท่าสาป,33,34,ยะลา,95,กรมทางหลวง,7,2,5,25,2.33,3,0.286,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,ดอนรังนก - หางน้ำหนองแขม,293,294,ชัยนาท,18,กรมทางหลวง,7,2,5,25,2.33,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
41,เกาะมุกข์ - ควนรา,134,135,สุราษฎร์ธานี,84,กรมทางหลวง,7,2,5,25,1.75,4,0.286,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
11,อุโมงค์ - รินคำ,545,546,เชียงใหม่,50,กรมทางหลวง,7,2,5,25,1.75,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
37,ชะอำ - วังโบสถ์,11,12,เพชรบุรี,76,กรมทางหลวง,7,2,5,25,1.75,4,0.143,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
230,ถนนวงแหวนรอบเมืองขอนแก่นด้านทิศตะวันตก,16,17,ขอนแก่น,40,กรมทางหลวง,7,0,25,25,2.33,3,0.143,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตรากำหนด
2216,โคกมน - กกกะทอน,16,17,เพชรบูรณ์,67,กรมทางหลวง,7,2,5,25,2.33,3,0.143,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3648,ทางเลี่ยงเมืองแกลง,5,6,ระยอง,21,กรมทางหลวง,7,2,5,25,7,1,0,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
4,นาโหนด - ห้วยทราย,1194,1195,พัทลุง,93,กรมทางหลวง,6,2,5,25,1.5,4,0.167,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
205,โคกสวาย - แขวงทางหลวงนครราชสีมาที่ 1,212,213,นครราชสีมา,30,กรมทางหลวง,6,2,5,25,1.5,4,0,ทางโค้งกว้าง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด
344,หนองรี - หนองปรือ,28,29,ชลบุรี,20,กรมทางหลวง,6,2,5,25,1.5,4,0.333,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
205,เทศบาลลำนารายณ์ - ช่องสำราญ,84,85,ลพบุรี,16,กรมทางหลวง,6,2,5,25,2,3,0,ทางแยกรูปตัว T+ที่ราบ,ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร
42,กอตอ - ปูต๊ะ,189,190,นราธิวาส,96,กรมทางหลวง,6,2,5,25,1.5,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,วังยาว - หนองหมู,275,276,ประจวบคีรีขันธ์,77,กรมทางหลวง,6,2,5,25,2,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
212,ย้อมพัฒนา - นาโพธิ์,431,432,มุกดาหาร,49,กรมทางหลวง,6,2,5,25,2,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
311,แยกวัดสนามไชย - วัดกระดังงา,12,13,ลพบุรี,16,กรมทางหลวง,6,2,5,25,1.5,4,0,ทางตรง+ไม่มีความลาดชัน,หลับใน
1021,แม่ต๋ำ - บ้านใหม่,7,8,พะเยา,56,กรมทางหลวง,6,2,5,25,2,3,0,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
23,หนองจิก - ห้วยแอ่ง,85,86,มหาสารคาม,44,กรมทางหลวง,6,2,5,25,1.5,4,0.167,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
23,ไพศาล - บรบือ,17,18,มหาสารคาม,44,กรมทางหลวง,6,2,5,25,2,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตราที่กำหนด
3051,บ้านนา - บางอ้อ,0,1,นครนายก,26,กรมทางหลวง,6,2,5,25,1.5,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
42,กอตอ - ปูต๊ะ,174,175,นราธิวาส,96,กรมทางหลวง,6,2,5,25,2,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,หนองหมู - ห้วยยาง,304,305,ประจวบคีรีขันธ์,77,กรมทางหลวง,6,2,5,25,2,3,0,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด
2,ไร่โคกสูง - โคกกรวด,122,123,นครราชสีมา,30,กรมทางหลวง,6,2,5,25,2,3,0.333,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
401,บางกุ้ง - เขาหัวช้าง,181,182,สุราษฎร์ธานี,84,กรมทางหลวง,6,1,15,25,1.5,4,0.167,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
213,สร้างค้อ - สกลนคร,160,161,สกลนคร,47,กรมทางหลวง,6,2,5,25,2,3,0,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3265,แยกโคกหม้อ - ท่าซุง,5,6,อุทัยธานี,61,กรมทางหลวง,5,2,5,25,1.67,3,0,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
3113,สำโรง - สะพานภูมิพล,3,4,สมุทรปราการ,11,กรมทางหลวง,5,2,5,25,1.67,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
212,ย้อมพัฒนา - นาโพธิ์,436,437,มุกดาหาร,49,กรมทางหลวง,5,2,5,25,2.5,2,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
323,หนองสามพราน - แก่งประลอม,131,132,กาญจนบุรี,71,กรมทางหลวง,5,2,5,25,1.67,3,0,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
32,โพนางดำออก - ท่าฉนวน,120,121,ชัยนาท,18,กรมทางหลวง,5,1,15,25,1,5,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
212,ห้วยก้านเหลือง - ดงบัง,135,136,บึงกาฬ,38,กรมทางหลวง,5,2,5,25,2.5,2,0,ทางตรง+ไม่มีความลาดชัน,ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร
4,ตลาดเก่า - คลองท่อม,998,999,กระบี่,81,กรมทางหลวง,5,2,5,25,1.25,4,0.2,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,แยกประตูชัย - พาน,872,873,พะเยา,56,กรมทางหลวง,5,2,5,25,1.25,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
พร.4030,แยกทางหลวงหมายเลข 1023 (กม.ที่ 0+150) - แยกทางหลวงหมายเลข 101 (กม.ที่ 0+700),1,2,แพร่,54,กรมทางหลวงชนบท,5,2,5,25,1.25,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4124,นาโยงเหนือ - ย่านตาขาว,5,6,ตรัง,92,กรมทางหลวง,5,2,5,25,1.25,4,0.2,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
101,สี่แยกช้างเผือก - ปัว,403,404,น่าน,55,กรมทางหลวง,5,2,5,25,1,5,0.4,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
41,ร่อนพิบูลย์  - ไม้เสียบ,321,322,นครศรีธรรมราช,80,กรมทางหลวง,5,2,5,25,2.5,2,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตราที่กำหนด
1,ตาก - วังม่วง,527,528,ตาก,63,กรมทางหลวง,5,2,5,25,1.25,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
205,เทศบาลลำนารายณ์ - ช่องสำราญ,102,103,ลพบุรี,16,กรมทางหลวง,5,1,15,25,1.67,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
32,สิงห์เหนือ - โพนางดำออก,100,101,สิงห์บุรี,17,กรมทางหลวง,5,2,5,25,2.5,2,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
37,วังโบสถ์ - ปราณบุรี,42,43,ประจวบคีรีขันธ์,77,กรมทางหลวง,5,2,5,25,1.67,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
43,นาหม่อม - จะนะ,29,30,สงขลา,90,กรมทางหลวง,4,2,5,25,1.33,3,0,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
222,ท่ากกแดง - บึงกาฬ,98,99,บึงกาฬ,38,กรมทางหลวง,4,2,5,25,1.33,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3188,ท่าเยี่ยม - ขอนหอม,2,3,สระบุรี,19,กรมทางหลวง,4,2,5,25,2,2,0,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,แม่กา - แยกประตูชัย,829,830,พะเยา,56,กรมทางหลวง,4,2,5,25,1,4,0.5,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3091,อ้อมน้อย - สมุทรสาคร,14,15,สมุทรสาคร,74,กรมทางหลวง,4,2,5,25,1,4,0.25,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,เกษตรชัย - ตาคลี,252,253,นครสวรรค์,60,กรมทางหลวง,4,2,5,25,2,2,0,เข้าพื้นที่สาธารณะหรือเชิงพานิชย์,มีการตัดหน้าระยะกระชั้นชิด
11,อุโมงค์ - รินคำ,542,543,เชียงใหม่,50,กรมทางหลวง,4,2,5,25,2,2,0,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด
12,หนองเสือ - วังวน,140,141,สุโขทัย,64,กรมทางหลวง,4,0,25,25,1.33,3,0,ทางตรง+ไม่มีความลาดชัน,ยางรถยนต์ชำรุด
227,วาริชภูมิ - พังโคน,159,160,สกลนคร,47,กรมทางหลวง,4,2,5,25,2,2,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตราที่กำหนด
4015,บ้านตาล - เขาธง,20,21,นครศรีธรรมราช,80,กรมทางหลวง,4,1,15,25,2,2,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1148,ผาหลัก - สะเกิน,55,56,น่าน,55,กรมทางหลวง,4,2,5,25,1.33,3,0,ทางโค้งหักศอก+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด
12,สุโขทัย - บ้านกร่าง,178,179,สุโขทัย,64,กรมทางหลวง,4,2,5,25,2,2,0.25,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3395,วัฒนานคร - โคคลาน,109,110,สระแก้ว,27,กรมทางหลวง,3,2,5,25,1,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
24,โคกตะแบก - ประโคนชัย,133,134,บุรีรัมย์,31,กรมทางหลวง,3,2,5,25,1.5,2,0,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตรากำหนด
3093,ปากท่อ - ท่าน้ำสมุทรสงคราม,8,9,สมุทรสงคราม,75,กรมทางหลวง,3,2,5,25,1.5,2,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตราที่กำหนด
1,โนนปอแดง - ปากดง,437,438,กำแพงเพชร,62,กรมทางหลวง,3,2,5,25,1.5,2,0,ทางตรง+ที่ราบ,หลับใน
101,สี่แยกช้างเผือก - ปัว,421,422,น่าน,55,กรมทางหลวง,3,2,5,25,1.5,2,0,เข้าพื้นที่สาธารณะหรือเชิงพานิชย์,ขับรถเร็วเกินอัตราที่กำหนด
2008,หล่มสัก - น้ำก้อ,3,4,เพชรบูรณ์,67,กรมทางหลวง,3,2,5,25,1,3,0,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด
3013,ทัพทัน - คลองแบ่ง,28,29,อุทัยธานี,61,กรมทางหลวง,3,2,5,25,1.5,2,0.333,ทางเชื่อมเข้าพื้นที่ส่วนบุคคล,มีการตัดหน้าระยะกระชั้นชิด
2050,ตระการพืชผล - ห้วยยาง,53,54,อุบลราชธานี,34,กรมทางหลวง,3,2,5,25,1.5,2,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตราที่กำหนด
2081,ตาฮะ -  ลำพังชู,20,21,สุรินทร์,32,กรมทางหลวง,3,2,5,25,1,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตราที่กำหนด
406,ปากจ่า - ค่ายรวมมิตร,51,52,สงขลา,90,กรมทางหลวง,3,2,5,25,1,3,0.333,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตราที่กำหนด
2,ตาลเดี่ยว - ซับบอน,23,24,สระบุรี,19,กรมทางหลวง,3,1,15,25,1,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
12,เข็กน้อย - แยกอาเซียน,323,324,เพชรบูรณ์,67,กรมทางหลวง,3,2,5,25,1.5,2,0,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด
117,,192,193,อุตรดิตถ์,53,กรมทางหลวง,3,2,5,25,3,1,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
317,พังงอน - เขาแหลม,67,68,จันทบุรี,22,กรมทางหลวง,3,2,5,25,1,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
333,อู่ทอง - สระกระโจม,10,11,สุพรรณบุรี,72,กรมทางหลวง,3,2,5,25,1.5,2,0,ทางตรง+ไม่มีความลาดชัน,หลับใน
3212,คุ้งสำเภา - ไร่พัฒนา,1,2,ชัยนาท,18,กรมทางหลวง,3,2,5,25,1.5,2,0,ทางตรง+ไม่มีความลาดชัน,โรคประจำตัว
2,บ้านไผ่ - ท่าพระ,312,313,ขอนแก่น,40,กรมทางหลวง,3,2,5,25,3,1,0.333,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
7,หนองข้างคอก - ตะเคียนเตี้ย,105,106,ชลบุรี,20,กรมทางหลวง,48,1,14,24,9.6,5,0.188,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
12,กลางสะพานมิตรภาพที่แม่สอด(เขตแดน ไทย / พม่า) - แม่ละเมา,17,18,ตาก,63,กรมทางหลวง,48,1,14,24,12,4,0.813,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตรากำหนด
101,ท่าช้าง - สวรรคโลก,100,101,สุโขทัย,64,กรมทางหลวง,27,0,24,24,5.4,5,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,วังยาว - หนองหมู,259,260,ประจวบคีรีขันธ์,77,กรมทางหลวง,26,1,14,24,5.2,5,0.154,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
121,ต้นเปา - ดอนแก้ว,25,26,เชียงใหม่,50,กรมทางหลวง,25,1,14,24,6.25,4,0.2,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1367,สันทรายน้อย - มหาวิทยาลัยแม่โจ้,12,13,เชียงใหม่,50,กรมทางหลวง,24,0,24,24,4.8,5,0.125,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด
E002S007|U,พญาไท-บางโคล่,8,9,กรุงเทพมหานคร,10,การทางพิเศษแห่งประเทศไทย,23,0,24,24,5.75,4,0.043,ทางตรง,ขับรถกระชั้นชิด
3902,บางแค - คลองมหาสวัสดิ์,28,29,กรุงเทพมหานคร,10,กรมทางหลวง,23,1,14,24,4.6,5,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,ต่างระดับบางปะอิน - หนองแค,69,70,พระนครศรีอยุธยา,14,กรมทางหลวง,22,0,24,24,5.5,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
321,ดอนแจง - สุพรรณบุรี,102,103,สุพรรณบุรี,72,กรมทางหลวง,22,0,24,24,4.4,5,0,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
2,ไร่โคกสูง - โคกกรวด,119,120,นครราชสีมา,30,กรมทางหลวง,21,0,24,24,4.2,5,0.286,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
41,ถ้ำพรรณรา - ทุ่งสง,290,291,นครศรีธรรมราช,80,กรมทางหลวง,18,0,24,24,4.5,4,0.167,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
101,สวนป่า - สะพานพญาวัด,362,363,น่าน,55,กรมทางหลวง,18,2,4,24,3.6,5,0.111,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
E007S013|I,บางพลี-สุขสวัสดิ์,14,15,สมุทรปราการ,11,การทางพิเศษแห่งประเทศไทย,17,1,14,24,3.4,5,0,ทางตรง,ละสายตาจากการขับขี่
