route_id,route_name,km_from,km_to,province,geocode,agency,accidents,dead,injured,severity_score,accidents_per_year,years_observed,rain_share,common_geometry,common_cause
รย.2026,แยกทางหลวงหมายเลข 36 (กม.ที่ 24+220) - บ้านมาบเตย,5,6,ระยอง,21,กรมทางหลวงชนบท,11,0,26,26,3.67,3,0,ทางสี่แยก,ขับรถเร็วเกินอัตรากำหนด
1,ต่างระดับบางปะอิน - หนองแค,53,54,พระนครศรีอยุธยา,14,กรมทางหลวง,11,2,6,26,2.75,4,0.091,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,ปากท่อ - สระพัง,131,132,เพชรบุรี,76,กรมทางหลวง,10,2,6,26,2.5,4,0.2,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,ห้วยยาง -  บางสะพาน,351,352,ประจวบคีรีขันธ์,77,กรมทางหลวง,10,2,6,26,2.5,4,0.6,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
333,สระกระโจม - บ้านไร่,56,57,สุพรรณบุรี,72,กรมทางหลวง,9,1,16,26,2.25,4,0.111,ทางตรง+ไม่มีความลาดชัน,หลับใน
344,หนองรี - หนองปรือ,18,19,ชลบุรี,20,กรมทางหลวง,9,2,6,26,2.25,4,0.111,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3,เขาสมิง - แม่น้ำตราด,383,384,ตราด,23,กรมทางหลวง,9,1,16,26,2.25,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,นาโหนด - ห้วยทราย,1192,1193,พัทลุง,93,กรมทางหลวง,9,2,6,26,2.25,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
ชม.3029,ถนนสมโภชเชียงใหม่ 700 ปี,1,2,เชียงใหม่,50,กรมทางหลวงชนบท,9,2,6,26,2.25,4,0.111,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
117,คลองพลังด้านใต้ - เนินสว่าง,64,65,พิจิตร,66,กรมทางหลวง,9,2,6,26,2.25,4,0.111,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,เขาพับผ้า - พัทลุง,1139,1140,พัทลุง,93,กรมทางหลวง,8,2,6,26,4,2,0.625,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
22,กุรุคุ - นครพนม,236,237,นครพนม,48,กรมทางหลวง,8,2,6,26,2.67,3,0,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตรากำหนด
2,มวกเหล็ก - บ่อทอง,46,47,นครราชสีมา,30,กรมทางหลวง,8,2,6,26,2,4,0.375,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
304,สี่แยกกบินทร์บุรี - วังน้ำเขียว,207,208,ปราจีนบุรี,25,กรมทางหลวง,8,2,6,26,2.67,3,0,ทางตรง+บนช่วงลาดชัน,ขับรถเร็วเกินอัตรากำหนด
2,บ้านไผ่ - ท่าพระ,308,309,ขอนแก่น,40,กรมทางหลวง,8,2,6,26,2.67,3,0,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด
324,กาญจนบุรี - หนองขาว,7,8,กาญจนบุรี,71,กรมทางหลวง,8,2,6,26,2.67,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
362,ถนนวงแหวนรอบเมืองสระบุรี,4,5,สระบุรี,19,กรมทางหลวง,8,2,6,26,2,4,0.125,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตรากำหนด
3233,นครชัยศรี - ดอนตูม,0,1,นครปฐม,73,กรมทางหลวง,8,2,6,26,2.67,3,0,ทางตรง+ไม่มีความลาดชัน,แซงรถอย่างผิดกฎหมาย
214,ลำชี - ร้อยเอ็ด,44,45,ร้อยเอ็ด,45,กรมทางหลวง,7,2,6,26,2.33,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
44,ท่าเรือ - หินโงก,105,106,สุราษฎร์ธานี,84,กรมทางหลวง,7,2,6,26,2.33,3,0.286,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
210,นิคมเชียงพิณ - หนองบัวลำภู,42,43,หนองบัวลำภู,39,กรมทางหลวง,7,2,6,26,1.75,4,0.143,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
